SRC	TRG	PINYIN_STR	PINYIN_CHAR
d e a t h e r a g e	迪 塞 里 奇	di sai li qi	d i s a i l i q i
s o n n t a g	松 塔 格	song ta ge	s o n g t a g e
f r o d y m a	弗 罗 迪 马	fu luo di ma	f u l u o d i m a
c h i n t a m a n	钦 塔 曼	qin ta man	q i n t a m a n
c u r p h e y	柯 菲	ke fei	k e f e i
b r i n s o n	布 林 森	bu lin sen	b u l i n s e n
r e h e r d	里 赫 德	li he de	l i h e d e
c o w e r n	考 恩	kao en	k a o e n
j o h n s t o n	约 翰 斯 顿	yue han si dun	y u e h a n s i d u n
s c a d g e l l	斯 卡 奇 尔	si ka qi er	s i k a q i e r
m a c a n d r e w s	麦 克 安 德 鲁 斯	mai ke an de lu si	m a i k e a n d e l u s i
y a s i n s k i	亚 辛 斯 基	ya xin si ji	y a x i n s i j i
r e i c h l e y	赖 克 利	lai ke li	l a i k e l i
t e e l e y	蒂 利	di li	d i l i
m o w l e s	莫 尔 斯	mo er si	m o e r s i
s t a r t e	斯 塔 特	si ta te	s i t a t e
m a c i l d u y	麦 基 尔 杜 伊	mai ji er du yi	m a i j i e r d u y i
y e a r g i n	耶 尔 金	ye er jin	y e e r j i n
g a r r a h y	加 拉 希	jia la xi	j i a l a x i
m c r o s t i e	麦 克 罗 斯 蒂	mai ke luo si di	m a i k e l u o s i d i
b a n t e y	班 蒂	ban di	b a n d i
a l l s o n	奥 尔 森	ao er sen	a o e r s e n
h o b o u r n	霍 伯 恩	huo bo en	h u o b o e n
m o r a y	莫 里	mo li	m o l i
r i n z l e r	林 兹 勒	lin zi le	l i n z i l e
c a n a v a n	卡 纳 万	ka na wan	k a n a w a n
l i n k l e t t e r	林 克 莱 特	lin ke lai te	l i n k e l a i t e
n e l s o n	纳 尔 逊	na er xun	n a e r x u n
g u t t m a n	格 特 曼	ge te man	g e t e m a n
m a i c h e l	迈 克 尔	mai ke er	m a i k e e r
n e l	内 尔	nei er	n e i e r
h o l l e r i t h	霍 利 里 思	huo li li si	h u o l i l i s i
b i r m a n	伯 曼	bo man	b o m a n
s h u r y	舒 里	shu li	s h u l i
f u r l o w	弗 洛	fu luo	f u l u o
s t a t e	斯 泰 特	si tai te	s i t a i t e
p o l h e m u s	波 尔 希 默 斯	bo er xi mo si	b o e r x i m o s i
w o m b l e	旺 布 尔	wang bu er	w a n g b u e r
b r e y f o g l e	布 雷 福 格 尔	bu lei fu ge er	b u l e i f u g e e r
f e s t u s	费 斯 特 斯	fei si te si	f e i s i t e s i
s c h l e n d o r f	施 伦 多 夫	shi lun duo fu	s h i l u n d u o f u
c a r y s f o r t	卡 里 斯 福 特	ka li si fu te	k a l i s i f u t e
c i n n a m o n	辛 纳 蒙	xin na meng	x i n n a m e n g
h e f f e r n	赫 弗 恩	he fu en	h e f u e n
s i v e l l	西 韦 尔	xi wei er	x i w e i e r
l i e b e r m a n	利 伯 曼	li bo man	l i b o m a n
b u c k s t o n e	巴 克 斯 通	ba ke si tong	b a k e s i t o n g
b o n i n	博 宁	bo ning	b o n i n g
k a r n a	卡 娜	ka na	k a n a
z i e g l e r	齐 格 勒	qi ge le	q i g e l e
i k a r d	伊 卡 德	yi ka de	y i k a d e
d i s l e r	迪 斯 勒	di si le	d i s i l e
h u r b e r t	赫 伯 特	he bo te	h e b o t e
m a c o n	梅 肯	mei ken	m e i k e n
s n a c k e n b e r g	斯 纳 肯 伯 格	si na ken bo ge	s i n a k e n b o g e
t a g u b a	塔 古 巴	ta gu ba	t a g u b a
w h i s t o n	惠 斯 顿	hui si dun	h u i s i d u n
h a l g r e n	哈 尔 格 伦	ha er ge lun	h a e r g e l u n
n e g r i	内 格 里	nei ge li	n e i g e l i
m e a d o r s	米 多 尔 斯	mi duo er si	m i d u o e r s i
b l u h d o r n	布 卢 多 恩	bu lu duo en	b u l u d u o e n
b a u s	鲍 斯	bao si	b a o s i
k o s l o w	科 斯 洛	ke si luo	k e s i l u o
e t h r i d g e	埃 思 里 奇	ai si li qi	a i s i l i q i
z a f r a	扎 夫 拉	zha fu la	z h a f u l a
s p e e l m a n	斯 皮 尔 曼	si pi er man	s i p i e r m a n
t y l e e	泰 利	tai li	t a i l i
b i e r	比 尔	bi er	b i e r
k e i t	基 特	ji te	j i t e
h e e l a n	希 兰	xi lan	x i l a n
u n m a c k	昂 马 克	ang ma ke	a n g m a k e
d e g v i l l e	德 格 维 尔	de ge wei er	d e g e w e i e r
d o h e r t y	多 尔 蒂	duo er di	d u o e r d i
l u c k	勒 克	le ke	l e k e
s l a v e n s	斯 莱 文 斯	si lai wen si	s i l a i w e n s i
s c a w e n	斯 科 恩	si ke en	s i k e e n
p e t t e e	佩 蒂	pei di	p e i d i
s t e e d s	斯 蒂 兹	si di zi	s i d i z i
m a r c h b a n k s	马 奇 班 克 斯	ma qi ban ke si	m a q i b a n k e s i
c o o r a y	库 雷	ku lei	k u l e i
k u g e l e r	库 格 勒	ku ge le	k u g e l e
s t u m p f	斯 顿 夫	si dun fu	s i d u n f u
b r i n c k e r h o f f	布 林 克 霍 夫	bu lin ke huo fu	b u l i n k e h u o f u
c o r n e l y	科 尔 内 利	ke er nei li	k e e r n e i l i
h o o v e n	胡 文	hu wen	h u w e n
r o o k e r	鲁 克	lu ke	l u k e
s e a r b y	西 尔 比	xi er bi	x i e r b i
i o r i l l o	约 里 洛	yue li luo	y u e l i l u o
s p i n g a r n	斯 平 加 恩	si ping jia en	s i p i n g j i a e n
t a r n y a	塔 尼 娅	ta ni ya	t a n i y a
m e r c y	默 西	mo xi	m o x i
e l b e r s o n	埃 尔 伯 森	ai er bo sen	a i e r b o s e n
e m o r y	埃 默 里	ai mo li	a i m o l i
m e r e d i t h	梅 雷 迪 思	mei lei di si	m e i l e i d i s i
o r f i e l d	奥 菲 尔 德	ao fei er de	a o f e i e r d e
l a u g h l a n d	劳 赫 兰	lao he lan	l a o h e l a n
r e d d	雷 德	lei de	l e i d e
d r u m m e r	德 鲁 默	de lu mo	d e l u m o
g o t t e s m a n	戈 特 斯 曼	ge te si man	g e t e s i m a n
h e l m e r	赫 尔 默	he er mo	h e e r m o
y e l l o w l e y	耶 洛 利	ye luo li	y e l u o l i
w e t m o r e	韦 特 莫 尔	wei te mo er	w e i t e m o e r
w h i t r i d g e	惠 特 里 奇	hui te li qi	h u i t e l i q i
p e a r y	皮 尔 里	pi er li	p i e r l i
e w y	尤 伊	you yi	y o u y i
r e m m i n g t o n	雷 明 顿	lei ming dun	l e i m i n g d u n
r u s h e r	拉 舍	la she	l a s h e
m e k e l w a y	梅 克 尔 韦	mei ke er wei	m e i k e e r w e i
w a k e l a m	韦 克 拉 姆	wei ke la mu	w e i k e l a m u
j e s s o	杰 索	jie suo	j i e s u o
w o l v e r t o n	沃 尔 弗 顿	wo er fu dun	w o e r f u d u n
l a t h a n	莱 森	lai sen	l a i s e n
c a p o r n	凯 波 恩	kai bo en	k a i b o e n
m a c m i c h a e l	麦 克 迈 克 尔	mai ke mai ke er	m a i k e m a i k e e r
c a s t e n s c h i o l d	卡 斯 滕 舍 尔 德	ka si teng she er de	k a s i t e n g s h e e r d e
g e t t i n g	格 廷	ge ting	g e t i n g
d i g g e s	迪 格 斯	di ge si	d i g e s i
m a n f r e d o	曼 弗 雷 多	man fu lei duo	m a n f u l e i d u o
c l u l o w	克 卢 洛	ke lu luo	k e l u l u o
w i n t e r n i t z	温 特 尼 茨	wen te ni ci	w e n t e n i c i
k o p p e n h a v e r	科 彭 哈 弗	ke peng ha fu	k e p e n g h a f u
s t a i m a n	斯 泰 曼	si tai man	s i t a i m a n
c o r d l e	科 德 尔	ke de er	k e d e e r
s t r a h l	斯 特 拉 尔	si te la er	s i t e l a e r
m c g i m p s e y	麦 金 普 西	mai jin pu xi	m a i j i n p u x i
k r o n k i t e	克 朗 凯 特	ke lang kai te	k e l a n g k a i t e
c u e l l o	奎 洛	kui luo	k u i l u o
s w a l e s	斯 韦 尔 斯	si wei er si	s i w e i e r s i
d u n e a	杜 尼 亚	du ni ya	d u n i y a
g w a l c h m a i	格 沃 奇 梅	ge wo qi mei	g e w o q i m e i
o z b i r n	奥 兹 伯 恩	ao zi bo en	a o z i b o e n
d i a z	迪 亚 斯	di ya si	d i y a s i
l u s t e n b e r g e r	勒 斯 滕 伯 格	le si teng bo ge	l e s i t e n g b o g e
m a t h e s i u s	马 西 修 斯	ma xi xiu si	m a x i x i u s i
e m e l y n	埃 米 琳	ai mi lin	a i m i l i n
a u m o n i e r	奥 莫 尼 尔	ao mo ni er	a o m o n i e r
c a r d e l l	卡 德 尔	ka de er	k a d e e r
e v a n g e l i n e	伊 万 杰 琳	yi wan jie lin	y i w a n j i e l i n
g r e e n o u g h	格 里 诺	ge li nuo	g e l i n u o
i s e n b u r g e r	伊 森 伯 格	yi sen bo ge	y i s e n b o g e
b o u l g e r	布 尔 杰	bu er jie	b u e r j i e
m e i n k e	迈 因 克	mai yin ke	m a i y i n k e
s c h w e i c h i l d	施 韦 柴 尔 德	shi wei chai er de	s h i w e i c h a i e r d e
f r i t z s c h e	弗 里 切	fu li qie	f u l i q i e
r o b e r t o	罗 伯 托	luo bo tuo	l u o b o t u o
k r i v i s k i	克 里 维 斯 基	ke li wei si ji	k e l i w e i s i j i
p u r s e y	珀 西	po xi	p o x i
c h m i e l i n s k i	赫 梅 林 斯 基	he mei lin si ji	h e m e i l i n s i j i
k r i p k e	克 里 普 克	ke li pu ke	k e l i p u k e
f a r m e l o e	法 梅 洛	fa mei luo	f a m e i l u o
o s b e r t	奥 斯 伯 特	ao si bo te	a o s i b o t e
a n i s h	阿 尼 什	a ni shi	a n i s h i
m e d l i c o t t	梅 德 利 科 特	mei de li ke te	m e i d e l i k e t e
g e r b i e	格 比	ge bi	g e b i
d r a y	德 雷	de lei	d e l e i
d e e p e	迪 普	di pu	d i p u
r i e s e n b e r g	里 森 伯 格	li sen bo ge	l i s e n b o g e
s e i l e r	塞 勒	sai le	s a i l e
c l o r y	克 洛 里	ke luo li	k e l u o l i
l a v e l l	拉 韦 尔	la wei er	l a w e i e r
l e i s h	利 什	li shi	l i s h i
f a r a d a y	法 拉 第	fa la di	f a l a d i
w i n k s	温 克 斯	wen ke si	w e n k e s i
b a u c e	鲍 斯	bao si	b a o s i
c a t h o u	卡 图	ka tu	k a t u
g o t w a l s	戈 特 沃 尔 斯	ge te wo er si	g e t e w o e r s i
r e s s l e r	雷 斯 勒	le si le	l e s i l e
b a h l a y	巴 赫 莱	ba he lai	b a h e l a i
b r y d o n e	布 赖 登	bu lai deng	b u l a i d e n g
h o r k e y	霍 基	huo ji	h u o j i
m o y s e	莫 伊 斯	mo yi si	m o y i s i
a m o r u s o	阿 莫 鲁 索	a mo lu suo	a m o l u s u o
b l o o m e r	布 卢 默	bu lu mo	b u l u m o
b a k l a n o f f	巴 克 拉 诺 夫	ba ke la nuo fu	b a k e l a n u o f u
b a r d e n	巴 登	ba deng	b a d e n g
w o r k	沃 克	wo ke	w o k e
m u c h m o r e	马 奇 莫 尔	ma qi mo er	m a q i m o e r
f a r r a r	法 勒	fa le	f a l e
t r e v o r	特 雷 弗	te lei fu	t e l e i f u
f a r v e r	法 弗	fa fu	f a f u
c o r n a b y	科 纳 比	ke na bi	k e n a b i
d e l p	德 尔 普	de er pu	d e e r p u
y o u n g	扬	yang	y a n g
d a v i l a	达 维 拉	da wei la	d a w e i l a
o l i v i e r	奥 利 维 尔	ao li wei er	a o l i w e i e r
s c h a w l o w	肖 洛	xiao luo	x i a o l u o
s t r e a t f e i l d	斯 特 里 特 菲 尔 德	si te li te fei er de	s i t e l i t e f e i e r d e
l e g g a t e	莱 盖 特	lai gai te	l a i g a i t e
b a r t k u s	巴 特 克 斯	ba te ke si	b a t e k e s i
b r u n i n g s	布 鲁 宁 斯	bu lu ning si	b u l u n i n g s i
l i z b e t h	莉 丝 贝 特	li si bei te	l i s i b e i t e
s e r b i n	瑟 宾	se bin	s e b i n
s y d e n s t r i c k e r	赛 登 斯 特 里 克	sai deng si te li ke	s a i d e n g s i t e l i k e
f a r n c o m b e	法 恩 科 姆	fa en ke mu	f a e n k e m u
m a c w h a n	麦 克 惠 恩	mai ke hui en	m a i k e h u i e n
m a c a u l i s h e	麦 考 利 什	mai kao li shi	m a i k a o l i s h i
e b e r l e	埃 伯 利	ai bo li	a i b o l i
w i l l i a m s	威 廉 斯	wei lian si	w e i l i a n s i
s p r y	斯 普 赖	si pu lai	s i p u l a i
t a l i a	塔 莉 娅	ta li ya	t a l i y a
t h r e s h e r	思 雷 舍	si lei she	s i l e i s h e
g r i s e r	格 赖 泽	ge lai ze	g e l a i z e
p a l a s t r a	帕 拉 斯 特 拉	pa la si te la	p a l a s i t e l a
e c k e l	埃 克 尔	ai ke er	a i k e e r
g e r d	格 尔 德	ge er de	g e e r d e
g i l d e a	吉 尔 德	ji er de	j i e r d e
m a n a h a n	马 纳 汉	ma na han	m a n a h a n
w a y l e n	韦 伦	wei lun	w e i l u n
g o r m a n	戈 尔 曼	ge er man	g e e r m a n
m a r k e w i c h	马 尔 凯 维 奇	ma er kai wei qi	m a e r k a i w e i q i
h a n d l y	汉 德 利	han de li	h a n d e l i
l i e b e s	利 布 斯	li bu si	l i b u s i
h o r a b i n	霍 拉 宾	huo la bin	h u o l a b i n
b e n d l a g e	本 德 利 奇	ben de li qi	b e n d e l i q i
w r a t h e r	拉 瑟	la se	l a s e
s c h o t t a	肖 塔	xiao ta	x i a o t a
s o l e s b y	索 尔 斯 比	suo er si bi	s u o e r s i b i
b o g g o n	博 冈	bo gang	b o g a n g
d u n c k e r	邓 克	deng ke	d e n g k e
b a n d u r a	班 杜 拉	ban du la	b a n d u l a
v o s k u i l	沃 斯 奎 尔	wo si kui er	w o s i k u i e r
l o f t n e s s	洛 夫 特 尼 斯	luo fu te ni si	l u o f u t e n i s i
l o n g u e t	朗 吉 特	lang ji te	l a n g j i t e
h e r b e r g e r	赫 伯 格	he bo ge	h e b o g e
c r a b i l l	克 拉 比 尔	ke la bi er	k e l a b i e r
l i a w	利 奥	li ao	l i a o
w a d d i l o v e	沃 迪 拉 夫	wo di la fu	w o d i l a f u
h u s e k	赫 塞 克	he sai ke	h e s a i k e
h a r d g r o v e	哈 德 格 罗 夫	ha de ge luo fu	h a d e g e l u o f u
d e s v o e u x	德 沃	de wo	d e w o
s w e e n	斯 温	si wen	s i w e n
m c e n c h r o e	麦 肯 赫 罗	mai ken he luo	m a i k e n h e l u o
b a n d e r	班 德 尔	ban de er	b a n d e e r
j e r s e y	泽 西	ze xi	z e x i
r o e d e l	罗 德 尔	luo de er	l u o d e e r
g u s t a f	古 斯 塔 夫	gu si ta fu	g u s i t a f u
s t e p h a n a	斯 蒂 芬 娜	si di fen na	s i d i f e n n a
m a c l a n d	麦 克 兰 德	mai ke lan de	m a i k e l a n d e
f a r i s h	法 里 什	fa li shi	f a l i s h i
m c g o n i g l e	麦 戈 尼 格 尔	mai ge ni ge er	m a i g e n i g e e r
l a w s o n	劳 森	lao sen	l a o s e n
q u e s n e	凯 纳	kai na	k a i n a
m c n a g h t o n	麦 克 诺 顿	mai ke nuo dun	m a i k e n u o d u n
d a d i a n	达 迪 安	da di an	d a d i a n
m a r i o n	马 里 昂	ma li ang	m a l i a n g
b l o i s	布 卢 瓦	bu lu wa	b u l u w a
g a r i n	加 林	jia lin	j i a l i n
c r i t t a l l	克 里 托 尔	ke li tuo er	k e l i t u o e r
h o u g h w o u t	霍 沃 特	huo wo te	h u o w o t e
b a n c h o f f	班 科 夫	ban ke fu	b a n k e f u
r a u s c h k o l b	劳 施 科 尔 布	lao shi ke er bu	l a o s h i k e e r b u
d a h l k e	达 尔 克	da er ke	d a e r k e
h u g h e s d o n	休 斯 登	xiu si deng	x i u s i d e n g
m a r r i n g a	马 林 加	ma lin jia	m a l i n j i a
s o n j a	索 尼 娅	suo ni ya	s u o n i y a
f o r t a s	福 塔 斯	fu ta si	f u t a s i
s c e r d a	塞 尔 达	sai er da	s a i e r d a
m a t z e n a u e r	马 策 瑙 尔	ma ce nao er	m a c e n a o e r
g r i m a	格 里 马	ge li ma	g e l i m a
g e n n e t h	盖 内 思	gai nei si	g a i n e i s i
h a r l e c h	哈 莱 克	ha lai ke	h a l a i k e
p i c k v a n c e	皮 克 万 斯	pi ke wan si	p i k e w a n s i
s e r n a t i n g e r	瑟 纳 廷 杰	se na ting jie	s e n a t i n g j i e
y u r o w	尤 罗	you luo	y o u l u o
h e m k e	赫 姆 克	he mu ke	h e m u k e
d a l y	戴 利	dai li	d a i l i
s h e r s o n	舍 森	she sen	s h e s e n
d o e l z	德 尔 兹	de er zi	d e e r z i
t o r g o w	托 戈	tuo ge	t u o g e
s e g u r	塞 居 尔	sai ju er	s a i j u e r
j e a m e s	杰 姆 斯	jie mu si	j i e m u s i
p a r f i t t	帕 菲 特	pa fei te	p a f e i t e
n u r k s e	纳 克 斯	na ke si	n a k e s i
c r y m b l e	克 林 布 尔	ke lin bu er	k e l i n b u e r
b o v e t t i	博 韦 蒂	bo wei di	b o w e i d i
k l u g e r	克 卢 格	ke lu ge	k e l u g e
m a c l e o d	麦 克 劳 德	mai ke lao de	m a i k e l a o d e
g e i t g e y	盖 特 吉	gai te ji	g a i t e j i
h a n z l i k	汉 兹 利 克	han zi li ke	h a n z i l i k e
n e m e s i u s	内 梅 修 斯	nei mei xiu si	n e i m e i x i u s i
o z e l l	奥 泽 尔	ao ze er	a o z e e r
m a c k i r o y	麦 基 罗 伊	mai ji luo yi	m a i j i l u o y i
w a l c o t t	沃 尔 科 特	wo er ke te	w o e r k e t e
l i t t l e r	利 特 勒	li te le	l i t e l e
p o n t	庞 特	pang te	p a n g t e
d e n n i s o n	丹 尼 森	dan ni sen	d a n n i s e n
b l a k e	布 莱 克	bu lai ke	b u l a i k e
g a y l i n	盖 林	gai lin	g a i l i n
d e n e b r i n k	德 内 布 林 克	de nei bu lin ke	d e n e i b u l i n k e
g e l e t t	吉 利 特	ji li te	j i l i t e
w a l n e	沃 恩	wo en	w o e n
w i r t z	沃 茨	wo ci	w o c i
b r o a d f o o t	布 罗 德 富 特	bu luo de fu te	b u l u o d e f u t e
g l o s s e r	格 洛 瑟	ge luo se	g e l u o s e
b a g b y	巴 格 比	ba ge bi	b a g e b i
j a c k w o r t h	杰 克 沃 思	jie ke wo si	j i e k e w o s i
m a u r e e n	莫 琳	mo lin	m o l i n
s t e m p l e r	斯 坦 普 勒	si tan pu le	s i t a n p u l e
b a t t o n	巴 顿	ba dun	b a d u n
g l a n f f r w d	格 兰 弗 鲁 德	ge lan fu lu de	g e l a n f u l u d e
e l t o n h e a d	埃 尔 顿 黑 德	ai er dun hei de	a i e r d u n h e i d e
p a p p e r t	佩 珀 特	pei po te	p e i p o t e
j a z m i n e	贾 斯 明	jia si ming	j i a s i m i n g
s e a r c h	瑟 奇	se qi	s e q i
o a k	奥 克	ao ke	a o k e
e l b o z	埃 尔 博 兹	ai er bo zi	a i e r b o z i
m e a	米 亚	mi ya	m i y a
b l a n s c e t t	布 兰 西 特	bu lan xi te	b u l a n x i t e
c r a i g a v o n	克 雷 加 文	ke lei jia wen	k e l e i j i a w e n
f o r r e s t	福 里 斯 特	fu li si te	f u l i s i t e
m a t u s o w	马 图 索	ma tu suo	m a t u s u o
c o p e l a n	科 普 兰	ke pu lan	k e p u l a n
j i r a s e k	吉 拉 塞 克	ji la sai ke	j i l a s a i k e
c a d w a l a d e r	卡 德 瓦 拉 德	ka de wa la de	k a d e w a l a d e
a l l r e d	奥 尔 雷 德	ao er lei de	a o e r l e i d e
c o o l a h a n	库 拉 汉	ku la han	k u l a h a n
g l a s s m e y e r	格 拉 斯 迈 耶	ge la si mai ye	g e l a s i m a i y e
s a c k u r	萨 克	sa ke	s a k e
b a y n e s	贝 恩 斯	bei en si	b e i e n s i
b o s k i n d	博 斯 坎 德	bo si kan de	b o s i k a n d e
g u d g e o n	格 杰 恩	ge jie en	g e j i e e n
c h a t t e r t o n	查 特 顿	cha te dun	c h a t e d u n
s i t r i c k	西 特 里 克	xi te li ke	x i t e l i k e
c o r a c e	科 雷 斯	ke lei si	k e l e i s i
p a r l a n e	帕 莱 恩	pa lai en	p a l a i e n
w a l d i n g	沃 尔 丁	wo er ding	w o e r d i n g
m a y n e a r d	梅 尼 亚 德	mei ni ya de	m e i n i y a d e
b u z z e l l	巴 泽 尔	ba ze er	b a z e e r
j u d y	朱 迪	zhu di	z h u d i
b r a c c o	布 拉 科	bu la ke	b u l a k e
g u e n e t t e	格 尼 特	ge ni te	g e n i t e
b r u n k e r	布 伦 克 尔	bu lun ke er	b u l u n k e e r
d e b u s k	德 巴 斯 克	de ba si ke	d e b a s i k e
w i s e l y	怀 斯 利	huai si li	h u a i s i l i
t e d r o w	特 德 罗	te de luo	t e d e l u o
e p p s	埃 普 斯	ai pu si	a i p u s i
h o l m e s	霍 姆 斯	huo mu si	h u o m u s i
k o o s	库 斯	ku si	k u s i
p a r k m a n	帕 克 曼	pa ke man	p a k e m a n
t r a v e s s	特 拉 韦 斯	te la wei si	t e l a w e i s i
g u t e r b o c k	古 特 博 克	gu te bo ke	g u t e b o k e
p r e s s e y	普 雷 西	pu lei xi	p u l e i x i
h o m a	霍 马	huo ma	h u o m a
z o u l e k	祖 利 克	zu li ke	z u l i k e
g o r a n s	戈 兰 斯	ge lan si	g e l a n s i
d e i s l e r	戴 斯 勒	dai si le	d a i s i l e
c r e t c h e r	克 雷 彻	ke lei che	k e l e i c h e
b a l c o m b e	巴 尔 科 姆	ba er ke mu	b a e r k e m u
c o n n a l l y	康 纳 利	kang na li	k a n g n a l i
f o s b e r g	福 斯 伯 格	fu si bo ge	f u s i b o g e
a a g a a r d	埃 格 德	ai ge de	a i g e d e
l e s t a	莱 斯 塔	lai si ta	l a i s i t a
c a s s i b r y	卡 西 布 里	ka xi bu li	k a x i b u l i
a l t h o f f	奥 尔 索 夫	ao er suo fu	a o e r s u o f u
t r e l e a s e	特 里 利 斯	te li li si	t e l i l i s i
l i d o f f	利 多 夫	li duo fu	l i d u o f u
m e l d a i g	梅 尔 代 格	mei er dai ge	m e i e r d a i g e
m o n t a l t	蒙 塔 尔 特	meng ta er te	m e n g t a e r t e
p a r e l i s	帕 雷 利 斯	pa lei li si	p a l e i l i s i
m a r n o c h	马 诺 克	ma nuo ke	m a n u o k e
g a v e d	加 维 德	jia wei de	j i a w e i d e
d e y o e	戴 约	dai yue	d a i y u e
c a r l i n g	卡 林	ka lin	k a l i n
g a r i	加 里	jia li	j i a l i
g a d d i e	加 迪	jia di	j i a d i
e l k i n	埃 尔 金	ai er jin	a i e r j i n
g e r w i n	格 温	ge wen	g e w e n
e i c h h o r n	艾 科 恩	ai ke en	a i k e e n
g e n t a	金 塔	jin ta	j i n t a
e d g e w o r t h	埃 奇 沃 思	ai qi wo si	a i q i w o s i
d e l a m a i n	德 拉 曼	de la man	d e l a m a n
t o m e k	托 梅 克	tuo mei ke	t u o m e i k e
t a r b a t	塔 巴 特	ta ba te	t a b a t e
k e n k e l	肯 克 尔	ken ke er	k e n k e e r
l o w s l e y	洛 斯 利	luo si li	l u o s i l i
a t h e l s t o n	阿 瑟 尔 斯 顿	a se er si dun	a s e e r s i d u n
a n d r u s	安 德 勒 斯	an de le si	a n d e l e s i
e a s t i c k	伊 斯 蒂 克	yi si di ke	y i s i d i k e
c h r i s t a b e l l	克 丽 丝 特 布 尔	ke li si te bu er	k e l i s i t e b u e r
f a w	福	fu	f u
g o r d i m e r	戈 迪 默	ge di mo	g e d i m o
f a r n	法 恩	fa en	f a e n
v e d r e n n e	维 德 伦	wei de lun	w e i d e l u n
w e d l a k e	韦 德 莱 克	wei de lai ke	w e i d e l a i k e
s i n d e r m a n n	辛 德 曼	xin de man	x i n d e m a n
s h e l t o n	谢 尔 顿	xie er dun	x i e e r d u n
u t a	尤 塔	you ta	y o u t a
f a l l o n	法 伦	fa lun	f a l u n
k u p	卡 普	ka pu	k a p u
h o l d	霍 尔 德	huo er de	h u o e r d e
p o n t i a c	庞 蒂 亚 克	pang di ya ke	p a n g d i y a k e
d u n c k l e y	邓 克 利	deng ke li	d e n g k e l i
g r e i l s h e i m e r	格 雷 尔 斯 海 默	ge lei er si hai mo	g e l e i e r s i h a i m o
g a l l e	盖 尔	gai er	g a i e r
b a r g l e b a u g h	巴 格 尔 博	ba ge er bo	b a g e e r b o
w i l e n	威 伦	wei lun	w e i l u n
b l e n k a r n	布 伦 卡 恩	bu lun ka en	b u l u n k a e n
v a s s e l i n	瓦 瑟 兰	wa se lan	w a s e l a n
b a l l i n g t o n	巴 林 顿	ba lin dun	b a l i n d u n
k r i w a n e k	克 里 瓦 尼 克	ke li wa ni ke	k e l i w a n i k e
d e b r e u	德 布 勒	de bu le	d e b u l e
c o r l e	科 尔	ke er	k e e r
b e r w i n	伯 温	bo wen	b o w e n
c l i f f o r d	克 利 福 德	ke li fu de	k e l i f u d e
p o p e s k i	波 佩 斯 基	bo pei si ji	b o p e i s i j i
y o n a s	约 纳 斯	yue na si	y u e n a s i
h e a v e n r i c h	海 文 里 奇	hai wen li qi	h a i w e n l i q i
m a u g h a n	莫 恩	mo en	m o e n
c h a t t e n	查 滕	cha teng	c h a t e n g
t r u x t u n	特 拉 克 斯 顿	te la ke si dun	t e l a k e s i d u n
m a m m e l	马 梅 尔	ma mei er	m a m e i e r
c l y m o n d s	克 利 蒙 兹	ke li meng zi	k e l i m e n g z i
v i b a r t	维 伯 特	wei bo te	w e i b o t e
